User_id,Date,Campaign_id
lMuMrwhkpsaVApSw,2017-08-26T11:23:14Z,
TG348cP9K5TOVz4p,2017-08-03T10:38:50Z,Campaign_13
WVURoObet4dKm9hz,2017-08-14T05:14:52Z,Campaign_85
xNj62odjc0hpXqe0,2017-08-18T06:34:12Z,Campaign_55
PiiGfMw2XOyp02hm,2017-08-02T16:08:46Z,
ZppARWzN9MSCSzYD,2017-09-20T03:29:43Z,
p7NxCT2vusnzjU87,2017-08-17T15:56:06Z,
u5kNwoSqYZChtU4p,2017-09-24T06:59:20Z,Campaign_49
PDLZ2jeqWZzKmakB,2017-09-22T22:32:07Z,
lSttKSRnLp3qRoOk,2017-09-16T03:31:58Z,Campaign_13
8454YJUZwgB0hwPS,2017-08-08T21:08:25Z,
KGvtymRtRJMONlUk,2017-08-12T17:23:04Z,
m36SxrRBozf5Vlp5,2017-08-06T17:19:13Z,Campaign_44
ziBk15OKiyQX4S05,2017-08-19T11:22:12Z,Campaign_6
teNQm0Z3Xqajcexs,2017-09-15T23:52:04Z,
nedgpXZgh52PhZog,2017-09-09T03:09:39Z,Campaign_67
zdXjhokGaHawjfrb,2017-08-06T16:22:09Z,
SOcsxyEQHasqETyn,2017-08-31T06:13:07Z,
HBbtX9cqw3MYgqix,2017-08-09T03:01:25Z,
6ZYvkk60BJHaxwvr,2017-09-28T02:51:11Z,
wdCLSmLLCmu2668c,2017-08-19T10:26:12Z,Campaign_24
8Pkihhe2q6W3LEI2,2017-09-25T12:43:39Z,
UdtEQOsBSYlTStHp,2017-08-12T08:04:11Z,Campaign_89
B0fsuBGf9PlVMm1Z,2017-08-28T04:24:59Z,
SETGTdkz8uls4IYy,2017-09-17T09:46:26Z,Campaign_14
FDkvL7N3w4h037nb,2017-09-03T02:48:11Z,
e4jrYKaTeC3Nmglo,2017-08-05T15:24:33Z,
ynV9rlbE3XRCd2Mh,2017-08-31T23:30:44Z,Campaign_64
brcrFAmcnzsuXHR6,2017-08-15T13:18:15Z,Campaign_85
QwhNiDlOApiSi5vu,2017-08-13T20:56:26Z,
RQyApR3haTjMKBAq,2017-09-27T21:12:08Z,Campaign_77
VENNy3ltRIBGat0Y,2017-09-16T05:33:24Z,Campaign_27
g5IuZUjdr3FFJsKf,2017-09-06T22:48:24Z,Campaign_64
h6Hu5RQVzogbrAeo,2017-08-26T23:01:34Z,Campaign_55
jeLFskCtzWjDqOZl,2017-09-25T00:16:44Z,
C9G0V21JFT1oeLsP,2017-08-27T20:50:31Z,
sYtv8eMditfugTgB,2017-08-08T17:59:47Z,Campaign_19
8a071W1LmXKBn6rn,2017-09-05T05:02:57Z,
e7dkiKnubi9LcuUj,2017-08-22T09:16:59Z,
hjYluSKTOT9uBU1r,2017-09-07T05:26:18Z,Campaign_62
X4FegzVisd6W7oHV,2017-08-31T00:20:57Z,Campaign_29
hyjeVesO8A8a1zNV,2017-09-25T07:14:43Z,Campaign_71
KNY4mh7MXOWgDSYq,2017-08-22T01:09:58Z,Campaign_81
iu6rYyfulDUkyZro,2017-08-07T02:49:01Z,Campaign_94
QPdbyH8MKVEU6rln,2017-08-28T02:53:55Z,
o79qBWbZNMhzrUcB,2017-08-05T02:38:11Z,Campaign_39
4cYxTwXsxfqnZHQo,2017-08-31T19:23:44Z,Campaign_32
GKypsPdFGqeMN3U9,2017-09-26T15:20:47Z,
kjZrOFYIn4beW6A6,2017-09-05T07:01:16Z,
FpMud9ZdXNQl6p5N,2017-09-02T19:45:16Z,Campaign_19
R8GggbTH5xsoeide,2017-09-07T04:24:25Z,
TFqMvgD24Mwdu4ya,2017-09-07T09:25:54Z,
7I7MKI5rbookqUOL,2017-09-04T20:21:31Z,Campaign_86
A7IKXyMdojKd4neY,2017-09-19T19:20:11Z,Campaign_11
66nxGQyYQZYrybOy,2017-09-17T01:04:30Z,Campaign_97
JDNCV9pgma4JkP4l,2017-09-19T06:29:17Z,Campaign_52
4cmMX1BYZGXXj8SE,2017-09-20T05:52:48Z,Campaign_19
IrvotIroHYZVg0Pp,2017-09-26T23:33:40Z,Campaign_35
sQr1v7CpZpRiH8Jd,2017-08-12T21:04:51Z,
vQSWaxpRQ3dgk3OR,2017-09-12T22:06:37Z,
cBTbizJq7ZErVVGU,2017-08-11T15:39:26Z,
0am7nwxcRkvEq9iT,2017-08-23T15:49:43Z,Campaign_32
N35udD2VRXoaLmW2,2017-08-29T06:17:19Z,
cCIwmbK3LZRHEweM,2017-09-25T07:52:24Z,
zcQZc4P0CHKdo7Vw,2017-08-22T18:25:22Z,Campaign_67
zMWJ5phb7ldVr5KL,2017-09-18T04:57:24Z,
auP6ATmJ3nyld8pf,2017-09-23T10:28:25Z,
1MFGIMSmcsPme0W2,2017-09-26T14:55:02Z,Campaign_66
yRtIfFCCNYqZtMAh,2017-09-23T06:16:09Z,Campaign_32
DTkiPw9SyHiQMWgy,2017-09-30T18:08:25Z,Campaign_19
MyFuYmLcLBWTVxDN,2017-08-01T04:04:28Z,
3tIYR3sh4bcnE4m4,2017-08-12T16:03:52Z,
2JZCYWXTfAMqT7Jx,2017-09-06T08:06:59Z,Campaign_62
2OVGi71T3yv5HzJw,2017-08-03T23:21:06Z,Campaign_91
zV211v1RX4dpydTJ,2017-09-24T15:36:11Z,
3STKU6zNl9A2vbFq,2017-08-21T01:15:52Z,Campaign_79
E1VgFWKZnIpaSNa5,2017-08-05T20:58:29Z,
34FOghx7X6GYC6my,2017-08-23T00:45:26Z,
qUjYBAkebmQFlACk,2017-09-15T23:20:21Z,
LP1rjSc9zeT9SLQr,2017-09-17T07:22:59Z,
OsoaaRu3N8v7WvCx,2017-09-26T00:07:10Z,
Ltcjg3bbgXLSIZFd,2017-09-04T10:58:33Z,Campaign_18
crF5EysvvysbBcKr,2017-09-20T13:33:27Z,
12cLphWPJRZa7xd1,2017-09-27T04:43:26Z,
KloA3SozKM3qAkrP,2017-08-27T06:52:21Z,
6snBwZ8XTUOVx2nG,2017-09-02T02:39:52Z,
9fuW92qzYD3DLcKD,2017-08-30T02:53:52Z,Campaign_64
fTOZWYtLxPOFU41a,2017-08-10T09:07:43Z,
u5bTBVW7efgUvmKi,2017-08-30T21:42:28Z,Campaign_24
jLEelLdXpRd1ohHl,2017-08-17T13:16:33Z,Campaign_40
Bhp2q7Ap8dfMpB7l,2017-09-25T14:37:46Z,Campaign_52
UJRa70gaqTCCDSEJ,2017-09-13T22:53:21Z,Campaign_37
h0rWy8ObaF4vd4nu,2017-08-16T09:31:32Z,
JJpvd2wvhmM8YYXS,2017-09-29T17:32:42Z,
sjUjU9JbAkZUxj6i,2017-09-26T19:29:24Z,
TZFgCEmJqMJ5ygNu,2017-08-31T03:58:35Z,Campaign_69
72YwTFdDddNmgW4j,2017-09-15T06:06:16Z,Campaign_98
jJgKp0D1lFsrLRM8,2017-08-25T04:12:30Z,
LmT55s5RNQMAw8S1,2017-08-31T02:17:47Z,Campaign_66
asHZX4uTjATXDfjF,2017-08-02T01:32:10Z,
fja8WEe9QP5lKz55,2017-09-01T00:21:22Z,Campaign_57
boKyN32bz8ZUWXDn,2017-09-03T09:49:20Z,Campaign_25
VHoWM0JxvglKvi3Y,2017-08-05T15:25:46Z,Campaign_73
SVA0CmZfmuBJSGzU,2017-09-25T12:32:31Z,Campaign_28
VaeM716gOhsJ0wnD,2017-09-19T05:47:45Z,Campaign_77
W7cuCHRLGvCCFVhi,2017-08-13T00:05:26Z,
mvizpZ6R2dLzDG8q,2017-09-27T19:07:23Z,
UyosHrNSGJczqa1D,2017-08-10T08:26:37Z,
BZgGrVH4BTNX0198,2017-09-17T03:30:05Z,
KBaiHEsjBeZvDzWc,2017-08-18T15:24:37Z,
3WZrsEOfTgoiZSGN,2017-09-24T20:44:04Z,Campaign_39
pgmLghFtDsMhYspQ,2017-08-23T10:54:18Z,
Z19S7SVXydJr2fu0,2017-08-02T17:55:49Z,
zqjDvFM3mCdf7drv,2017-09-28T21:44:55Z,
za69NNawr7INCuKD,2017-08-07T18:06:35Z,Campaign_90
EaS4odrkkiJeLKjl,2017-08-09T20:48:17Z,Campaign_86
T96i2tecBarX8ZwA,2017-09-04T05:31:32Z,
TOJ5BWrSExIJ4bR7,2017-09-03T00:01:06Z,Campaign_14
tuK2ODY2DpE7vMzI,2017-09-23T03:54:45Z,
mf0mh4wMBfQctZgk,2017-09-17T00:32:31Z,
hUNYZdOggSqqV2mO,2017-08-14T06:38:13Z,
7EG6E09HfxxxArPf,2017-09-27T22:02:25Z,
0Co4NlboJ0lI4GJX,2017-08-08T00:02:47Z,Campaign_27
jINe3lMcMjStlbYM,2017-09-01T03:12:46Z,Campaign_76
NtatUGx8yDjvESFz,2017-09-17T19:05:44Z,
NFbiiUzGDaEK8RHS,2017-09-26T22:45:28Z,Campaign_33
wVyDqxFTtJL5cbbt,2017-09-03T00:39:20Z,
Wq2iEvaFcTQoH73r,2017-08-09T22:15:59Z,Campaign_1
Cg5w2lru3n3mDh71,2017-09-16T19:57:41Z,
63hx7xHzLmA2TkNv,2017-09-14T00:35:02Z,Campaign_78
bHGb4eeiJkxob5Pt,2017-08-31T14:44:16Z,Campaign_89
twdLPgPn1dvjigH2,2017-09-25T19:10:22Z,
aFsjCyBJEn18K4SR,2017-08-21T11:54:31Z,Campaign_7
a08w1cKsBeSpBFz3,2017-09-03T01:23:41Z,
0mijeD72HWZTL8uG,2017-08-13T14:26:31Z,Campaign_31
BxzaBjhcLTvCHrRH,2017-09-24T00:25:42Z,Campaign_13
goCJTntPr7VKaKTj,2017-08-08T16:14:20Z,Campaign_39
8hgyIALi9OP6zGPq,2017-08-02T06:05:13Z,
ea8BBws3wooadLk5,2017-08-22T23:06:44Z,Campaign_54
Gh0YhnY3QfRfYdtD,2017-09-15T08:19:17Z,
l6TASgQu2tXttEYx,2017-08-12T19:48:41Z,Campaign_95
Pb2rEYR8RiOMl5HM,2017-08-26T11:26:50Z,Campaign_85
1Sr7kEjgIzEzM6SU,2017-09-14T13:33:33Z,Campaign_3
zeJfg7aNx5GBoUpQ,2017-08-27T03:08:55Z,Campaign_78
qWoR5lAoWqwNpIxt,2017-09-22T15:50:29Z,Campaign_33
Ca5TYpXw1AE0LL0w,2017-09-17T06:26:36Z,
BsbP3AJXxOt97tVs,2017-09-06T02:27:50Z,
B3bNUaRQxIJtYMkF,2017-09-13T18:41:21Z,
3ruen1keP8xzeWLX,2017-08-16T09:28:25Z,
yx3DYhVtZr4ckdZ3,2017-08-31T09:00:06Z,Campaign_38
Bl1itONrfdI1btRa,2017-09-23T04:59:48Z,
jVUHKNFqb90iFopQ,2017-08-25T04:24:39Z,Campaign_65
ZxOGceGympeEuCCy,2017-09-03T17:56:09Z,Campaign_5
J2aaLFosm7yCSi6v,2017-08-27T14:41:24Z,
tStncLhA3MP2N2af,2017-08-02T04:44:08Z,
OVjgckr6MZfEYOqw,2017-08-02T21:35:20Z,Campaign_42
RMrSSHLtlsn0hNPL,2017-09-18T05:32:28Z,Campaign_68
l0YZDkBTAl5fZ5Bm,2017-09-11T23:54:43Z,Campaign_2
ZtCiL9JgT41HvriG,2017-08-26T23:07:43Z,
gGli8aiNtqsyZti6,2017-08-16T02:30:15Z,Campaign_34
J8tTqqyfPE9wVjBK,2017-09-08T04:29:31Z,Campaign_62
LbGPyARfM93pFDSh,2017-09-17T16:40:55Z,
7YpasITYHnrVBwvi,2017-09-28T10:15:21Z,
x3IGN0wuE4g7AWKA,2017-08-26T00:25:04Z,Campaign_21
BSVqIl2kJuXlnlds,2017-09-16T06:55:44Z,Campaign_11
22YNv4ee7zfTzIjk,2017-08-31T07:41:16Z,
u3XeSIpTnbpU6hmZ,2017-09-10T10:05:55Z,Campaign_80
znCec3iKaQBC0yNX,2017-09-10T23:55:23Z,Campaign_89
EeRvpNdaT6h8RDQG,2017-08-17T23:35:31Z,Campaign_13
hg1XMEUFxrI4pLK4,2017-09-29T05:39:10Z,Campaign_95
pOZg9ZfmuA0lM4uu,2017-09-06T06:48:45Z,
cCZgtR02QG2JGlEM,2017-09-20T22:19:03Z,
qnCB0Ep3g5MAardQ,2017-09-18T12:28:24Z,Campaign_99
MII0jXGrpz2R6KfW,2017-09-03T17:55:05Z,
jz1FVAamLqqxh6do,2017-09-18T07:10:33Z,Campaign_56
9hFcRGF9gJV3v5nO,2017-08-09T05:06:12Z,Campaign_18
UYSOO2whwDHT5V0D,2017-09-25T00:50:49Z,Campaign_54
hqvtl2LVfn6G09QF,2017-09-19T09:48:19Z,Campaign_72
LwtF5na5X4kybBj9,2017-09-18T23:26:14Z,Campaign_49
3iTGT7cSpBW198nL,2017-08-18T19:03:52Z,
n8bqjGDfePHHtaog,2017-09-12T16:19:53Z,
uX8HxRY3oJWsX0Bl,2017-09-09T00:25:27Z,
hkcqDuSmPtiYOVon,2017-09-21T09:51:32Z,Campaign_54
O52Hno8lsz5tNZPc,2017-09-13T10:42:14Z,Campaign_94
8qF9RnXLbFIKuLZk,2017-09-25T08:38:39Z,Campaign_21
b1ZEFlmAx8OspT9r,2017-09-03T18:50:20Z,Campaign_8
x5Op8rqlZ8mdm6Mt,2017-08-17T22:57:39Z,
MMwAuqfs7DTw2kVx,2017-08-29T06:56:26Z,
YpmslWlGOdyubPTg,2017-08-17T03:19:31Z,
2Nr7WaXaXqawgJcy,2017-09-13T07:10:10Z,Campaign_15
xViQxj9GoNz1Wc5F,2017-09-30T09:48:23Z,
eiXmMZ7rmnNoOvfA,2017-09-01T13:34:16Z,Campaign_86
FVzgqJGJNgkQuYhM,2017-08-06T17:24:46Z,Campaign_73
wTzXO9hDo5lQbClm,2017-08-06T01:22:44Z,Campaign_45
Fwgt4TKtYFqV7BeN,2017-09-24T15:32:09Z,
qn9Hq2dnTdVMwB5E,2017-09-19T11:44:52Z,Campaign_57
XCkHFgraBKjvAEYL,2017-09-13T03:33:18Z,
zWHM0ZIBPsoZDMaH,2017-08-27T12:51:18Z,
aey13xjZ2bhe7uwz,2017-08-09T06:46:38Z,
SY6u21KYuSecWjqp,2017-08-23T12:35:14Z,
V1jC5Hw2vtZQwFT3,2017-09-24T05:16:57Z,Campaign_30
Y8GQmJoNA3UcCrry,2017-09-09T22:50:44Z,Campaign_43
qgSuzsbhmza4ulfZ,2017-08-22T20:21:10Z,Campaign_69
AaWJOfCgcNTCcVmb,2017-08-05T00:07:26Z,
8H2gZSjZIwzx9NJH,2017-08-12T21:45:54Z,
xnaxLJRNAVfbrXM2,2017-09-24T08:47:26Z,Campaign_73
BCRuS1APZQRZGqWk,2017-08-21T18:25:52Z,Campaign_5
MFftvi8og9BVvuUv,2017-09-14T14:52:43Z,
cpcJhme5hzKeBgYB,2017-09-03T11:39:27Z,Campaign_42
0bXGigScVVOgoXKv,2017-08-17T07:18:23Z,
HCihrbNp7YDpDOOl,2017-08-07T13:32:20Z,Campaign_18
EIfps6AOfWPIQQGD,2017-08-11T08:35:20Z,Campaign_62
AD6DF2TuxTCbb6BZ,2017-09-29T23:09:16Z,
H3KoHuPjJeLWRZqd,2017-09-24T21:35:51Z,Campaign_57
NMuKnHt4nC73Ckvq,2017-09-21T16:25:52Z,
YalWkG8K5pZXkY0q,2017-09-06T07:32:27Z,Campaign_10
AwEYZ6hMcKFjVxZT,2017-09-23T14:56:30Z,Campaign_77
x3Cpeo1qoQz4mQxA,2017-09-25T04:10:22Z,
HlcUohOgZCzpUWjp,2017-08-18T00:11:43Z,
Kaonl9vgYYK0IgV1,2017-08-13T01:14:36Z,Campaign_47
hokBrOsOKJPdr2F9,2017-08-29T20:49:26Z,Campaign_60
7JRtbImf1zlPbAgO,2017-09-16T15:34:51Z,
MUWuuoSsvSh9Y7vE,2017-09-07T13:39:39Z,Campaign_91
cM8ESNbykMZhbIW7,2017-09-02T08:03:11Z,
V8YV35z64MZhcJ1z,2017-08-27T12:33:41Z,
xAdQDBbAZn6264TT,2017-08-13T22:35:14Z,Campaign_5
uIDlPpoMoRWEXFRh,2017-09-28T15:31:40Z,Campaign_87
Ww80IvkuKWaH40Nr,2017-09-17T07:29:45Z,Campaign_84
33GWom1kHihS6j2x,2017-08-09T11:48:02Z,Campaign_7
jUv7roEA0TBf96RJ,2017-09-01T02:22:57Z,
y5RH0ubIkAzSIyD4,2017-08-29T15:38:33Z,Campaign_2
YOHxALYazE8FR2YH,2017-08-22T04:31:10Z,Campaign_7
I3MtbshSs09kC6oA,2017-08-10T07:45:02Z,Campaign_22
0gdbqWHpnvs5HEu6,2017-09-16T23:59:59Z,
w7h5wzFkujXknp64,2017-09-30T20:51:52Z,Campaign_24
TV9A6lKihkYBZGDt,2017-08-07T18:18:30Z,Campaign_49
TcyqZTbqYuR4eJWN,2017-08-15T05:20:41Z,
kUpQCHdfSt2V5dI2,2017-09-09T16:41:50Z,Campaign_84
859VlwWvI8bji3tt,2017-09-04T18:24:14Z,Campaign_11
gf0aIOaycdzUywWf,2017-08-20T02:24:16Z,Campaign_93
yJjIl2sufH1KMWzq,2017-09-06T02:34:41Z,Campaign_60
v5naNR1taQk4mZpC,2017-08-14T01:37:12Z,
Lg2lWt1z2CVoBWbp,2017-08-07T01:26:10Z,Campaign_2
1zDTSlktmJgI3EER,2017-08-05T12:03:41Z,
RLwvs7rFO35nyprg,2017-08-13T07:18:55Z,
htAsT6HTjVilr2U2,2017-08-25T11:52:39Z,Campaign_42
2E4wpZWRXGtu7WkH,2017-08-11T06:16:49Z,
8lCfBWnqkXgLRQ7X,2017-09-05T18:56:00Z,Campaign_99
5AVAy5fD0oYg4Yja,2017-09-08T22:27:07Z,
C8MaQ1y5yKjNzXwI,2017-08-27T12:47:39Z,Campaign_86
SW3swdM2Dl5xhxJb,2017-08-29T02:06:25Z,Campaign_48
W5e7hb30RXDuoT3K,2017-08-13T17:16:10Z,
XZG6w9AKYhB9NQSk,2017-09-11T01:12:50Z,
062u0l9wfVJVM146,2017-08-28T15:32:28Z,Campaign_80
hZdA6etI2iBQyQTl,2017-09-16T22:19:33Z,
KQLI3mDDKAF0qFKV,2017-09-24T16:01:38Z,Campaign_61
djrBjzmoZ1VVwWQx,2017-09-29T02:37:15Z,Campaign_4
NUbmizqZNK2vn9OC,2017-08-08T20:37:33Z,Campaign_96
z2N0vm7RbDITc6sa,2017-09-02T02:39:27Z,Campaign_15
VxFC9f4nQUmwAWgw,2017-08-12T20:30:31Z,
8eNDo8F6ABbG14ZL,2017-08-02T23:33:03Z,
TOjuCau6HBMMhnwr,2017-09-11T01:11:47Z,
oFPTGRBM4TKagSF0,2017-09-15T20:54:41Z,Campaign_69
3ILd8rVXD9F8my5u,2017-08-21T11:35:17Z,Campaign_23
sKnDNQ3rUVG9bKjF,2017-09-10T09:50:39Z,
aFd6xnpwy4biFRsL,2017-09-08T13:45:58Z,
uhyskfMtvysZ0wFE,2017-09-21T05:53:21Z,
9ad1BRqAZh1pech6,2017-09-06T03:53:46Z,
Cx4svddovc5pczQD,2017-09-01T12:03:52Z,
2smJK8kjIKbgCui6,2017-08-08T12:02:02Z,Campaign_58
1sUlOHlH6XTPoE26,2017-08-09T21:14:34Z,
y9uj79kQMs3oCdFv,2017-08-24T01:57:15Z,Campaign_36
X5x4Ext0qWTRFCck,2017-09-10T07:39:06Z,Campaign_66
iORPXe3iGB1xU1Mk,2017-08-09T20:48:24Z,Campaign_84
qPxs0KfJBtZVfVsc,2017-09-25T16:59:49Z,Campaign_27
1h30A703t5n1S6WK,2017-08-10T05:09:21Z,Campaign_7
BETjShfUI6mGayRp,2017-09-30T06:52:32Z,
WMTs6ldVAQMHHUAj,2017-09-20T01:14:23Z,Campaign_53
2BR7GgYzIH7whw33,2017-09-02T16:48:00Z,
jx89J1wkpj2RaStP,2017-09-07T00:34:15Z,Campaign_78
icFT5jCqd3DteRPb,2017-09-21T05:42:00Z,Campaign_53
5YeIKYLpzaMrTnl6,2017-08-17T14:59:54Z,Campaign_69
b90mZk96Wvx6e4nH,2017-09-06T20:17:21Z,
ZwQV9DTyMwf35zZQ,2017-08-03T20:32:20Z,
D5k4XDkZx5MBHkxX,2017-09-25T18:59:04Z,Campaign_41
aKk5yhcosHwir6z1,2017-08-23T22:27:17Z,
OiQRwVyNNHTcdtt5,2017-08-22T03:19:54Z,
xXLZSd8t6E5A74rS,2017-09-27T07:14:32Z,Campaign_91
u4mVmxYGa9meUIFa,2017-08-31T17:27:51Z,Campaign_96
MX2HBOVYvoULkbuB,2017-08-16T05:17:49Z,Campaign_72
Fp4XYyItHmS6VU39,2017-08-13T05:25:39Z,Campaign_16
3sKMaSHMOX9QfZLY,2017-08-19T02:28:51Z,Campaign_79
lT8HjczmsdbzeLCk,2017-09-22T00:30:26Z,Campaign_87
CbGk0jTmPrdwEwh9,2017-08-24T11:40:14Z,Campaign_27
Wh0MWUJruu2p63dL,2017-08-23T02:17:43Z,Campaign_8
SQ5RrsVTZvLt7Kz2,2017-09-02T16:22:01Z,Campaign_89
PhaC87A14g90vlX6,2017-09-23T11:55:56Z,
a1MlswAGvfX6ZbP9,2017-08-27T09:04:51Z,
fcnEklC2uv4Awad1,2017-09-24T17:57:59Z,
f6b5APIybtulBtGY,2017-09-17T04:21:57Z,
ExzlzUSSKSz9EuwA,2017-09-26T07:49:51Z,Campaign_80
BPh9ciDdddVuAdOj,2017-09-27T02:39:15Z,
hW6aUg1TBWHs5S40,2017-08-26T21:02:09Z,
eEzyuzSvdTZzKy0u,2017-08-02T18:47:45Z,Campaign_93
uk5x3LOI1sm2kJlb,2017-08-10T23:01:16Z,Campaign_47
4CYJvhTmyd6Qd0Wh,2017-09-17T07:00:37Z,
grn8PpPNxkDZydqC,2017-09-14T12:51:41Z,Campaign_62
Nftgea09LITA7Be9,2017-09-25T12:54:25Z,Campaign_59
UTZ9AaKILMc3ZcYP,2017-09-18T07:14:43Z,
r7nmGbh3RCOppjtn,2017-08-05T00:54:08Z,Campaign_23
mGDADaO5J38cqz50,2017-09-10T21:58:11Z,Campaign_45
kHsv2MycvnaYrJHe,2017-09-01T20:49:28Z,
AwVtUsbgMhxeZ4ML,2017-08-27T22:28:39Z,
rLjDVZCQFu0kSce8,2017-09-30T14:11:58Z,
iynQET2V6N2Zl8bH,2017-09-26T22:09:34Z,
w5FSq7El1zPzzVV7,2017-08-20T01:13:12Z,Campaign_41
cJoP0X1MLdHU7Jmg,2017-08-13T20:41:54Z,Campaign_84
wlz9n26lcfBpXAU9,2017-09-15T15:13:34Z,
NWcmVN6UwbmMj6Yu,2017-08-15T16:47:31Z,
UYuvO65tCzI7mAxg,2017-08-14T13:18:36Z,Campaign_15
Nao6HeoBFnun2Oz2,2017-08-10T10:43:28Z,Campaign_91
x5wXEsQg2RoiY2uw,2017-09-02T17:53:01Z,Campaign_60
vEVzUghK5CVefd6P,2017-09-02T14:13:09Z,Campaign_62
28CGoWgBPpRD8Mhk,2017-09-27T23:47:37Z,
VcfBMhODDPVjBjrC,2017-08-13T03:06:07Z,
lPmw2dqg03fFMhx4,2017-08-26T18:27:48Z,
U0pfiwK0pHp2r803,2017-08-20T23:11:24Z,Campaign_1
